,App Name,Age Rating,Price,InApp Purchase,Average Rating,Rating Count,App Link,Last Updated,Released Date,Downloads,Version,Country Code,Application Type
9426,Velocomp,PEGI 3,£0.79,False,,,https://play.google.com/store/apps/details?id=com.infoicon.velocomp,"May 4, 2022","Mar 21, 2022",100+ ,1.0,VA,FITNESS
9427,Awf Fit Dash [A] - watch face,PEGI 3,£0.49,False,,,https://play.google.com/store/apps/details?id=com.watchfacestudio.awfdashboardA,"Jun 23, 2022","Feb 3, 2022",500+ ,Varies with device,VA,FITNESS
9428,Sweet Dream - Sleep Sounds,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=com.dreams.sweetdream,"Jun 16, 2022","Apr 28, 2022","100,000+ ",1.0.6,VA,FITNESS
9429,Step Tracker - Pedometer,PEGI 3,0,True,4.9,554K,https://play.google.com/store/apps/details?id=steptracker.healthandfitness.walkingtracker.pedometer,"Apr 18, 2022","Aug 15, 2019","10,000,000+ ",1.3.0,VA,FITNESS
9430,"Step Counter - Pedometer, MStep",PEGI 3,0,True,4.9,1.16M,https://play.google.com/store/apps/details?id=pedometer.steptracker.calorieburner.stepcounter,"May 24, 2022","Jul 28, 2017","50,000,000+ ",1.2.4,VA,FITNESS
9431,FitProSport Full Version,PEGI 3,£0.99,True,4.7,8.13K,https://play.google.com/store/apps/details?id=fitness.fitprosportfull,"Mar 22, 2022","Feb 27, 2015","100,000+ ",4.98 FULL,VA,FITNESS
9432,Pedometer - Step Counter,PEGI 3,0,True,4.9,710K,https://play.google.com/store/apps/details?id=pedometer.stepcounter.calorieburner.pedometerforwalking,"Apr 29, 2022","Jan 26, 2018","10,000,000+ ",2.2.0,VA,FITNESS
9433,Miracle Morning,PEGI 3,£4.49,False,,,https://play.google.com/store/apps/details?id=org.miracle.morning,"Jun 3, 2022","Dec 31, 2021","1,000+ ",1.0.87,VA,FITNESS
9434,Height Increase Workout,PEGI 3,0,True,4.6,426K,https://play.google.com/store/apps/details?id=increaseheightworkout.heightincreaseexercise.tallerexercise,"Mar 18, 2022","Jun 6, 2019","50,000,000+ ",1.0.29,VA,FITNESS
9435,iFIT: At Home Fitness Coach,PEGI 3,0,True,3.2,10.1K,https://play.google.com/store/apps/details?id=com.ifit.wolf,"Jun 14, 2022","Aug 1, 2018","1,000,000+ ",2.6.79,VA,FITNESS
9436,Zepp Life(MiFit),PEGI 3,0,True,3.9,2.53M,https://play.google.com/store/apps/details?id=com.xiaomi.hm.health,"May 28, 2022","Oct 7, 2014","100,000,000+ ",6.1.2,VA,FITNESS
9437,NTV527 - Iron Watch Face Pro,PEGI 3,£1.29,False,,,https://play.google.com/store/apps/details?id=com.watchfacestudio.ntv527,"Jun 14, 2022","Nov 25, 2021",50+ ,Varies with device,VA,FITNESS
9438,"Feelsy: Stress, Anxiety Relief",PEGI 3,0,True,3.8,5.25K,https://play.google.com/store/apps/details?id=app.feelsy,"May 30, 2022","Dec 14, 2021","500,000+ ",2.6.0,VA,FITNESS
9439,Clue Period & Cycle Tracker,PEGI 3,0,True,4.6,1.14M,https://play.google.com/store/apps/details?id=com.clue.android,"Jun 14, 2022","Oct 9, 2014","10,000,000+ ",68.0,VA,FITNESS
9440,Awf Pace [PRO] - watch face,PEGI 3,£0.49,False,,,https://play.google.com/store/apps/details?id=com.watchfacestudio.awfpacepro,"Apr 16, 2022","Aug 26, 2021","1,000+ ",Varies with device,VA,FITNESS
9441,Awf Fit Dashboard - watch face,PEGI 3,£1.59,False,4.2,143,https://play.google.com/store/apps/details?id=com.watchfacestudio.awfdashboard,"Jun 16, 2022","Oct 28, 2021","5,000+ ",Varies with device,VA,FITNESS
9442,NeuroZittern TRE TraumaRelease,PEGI 3,£3.89,False,,,https://play.google.com/store/apps/details?id=ch.hrrisk.tre,"Jun 6, 2022","Oct 17, 2021",50+ ,1.1.8,VA,FITNESS
9443,Nike Training Club: Fitness,PEGI 3,0,False,4.4,342K,https://play.google.com/store/apps/details?id=com.nike.ntc,"Jun 21, 2022","Dec 5, 2012","10,000,000+ ",6.34.1,VA,FITNESS
9444,I am - Daily affirmations,PEGI 3,0,True,4.8,112K,https://play.google.com/store/apps/details?id=com.hrd.iam,"Jun 20, 2022","Feb 23, 2016","1,000,000+ ",4.3.2,VA,FITNESS
9445,Yo-Yo Intermittent Pro,PEGI 3,£1.69,False,,,https://play.google.com/store/apps/details?id=rudy.android.yoyopro,"Apr 18, 2022","Mar 27, 2015","1,000+ ",4.50,VA,FITNESS
9446,NoiseFit: Health & Fitness,PEGI 3,0,False,4.0,182K,https://play.google.com/store/apps/details?id=com.noisefit,"Jun 23, 2022","Mar 2, 2020","5,000,000+ ",2.1.2,VA,FITNESS
9447,FastEasy: Fasting Tracker,PEGI 3,0,True,4.4,10.4K,https://play.google.com/store/apps/details?id=fasteasy.dailyburn.fastingtracker,"Jun 7, 2022","Apr 1, 2021","1,000,000+ ",1.14.1,VA,FITNESS
9448,Google Fit: Activity Tracking,PEGI 3,0,False,3.3,527K,https://play.google.com/store/apps/details?id=com.google.android.apps.fitness,"Jun 17, 2022","Oct 28, 2014","100,000,000+ ",Varies with device,VA,FITNESS
9449,Homeopathy hindi saral Upchar,PEGI 3,£0.29,False,,,https://play.google.com/store/apps/details?id=com.cure.homeosmart,"Jun 23, 2022","May 25, 2022",10+ ,1.6,VA,FITNESS
9450,Mindfulness with Petit BamBou,PEGI 3,0,True,4.7,118K,https://play.google.com/store/apps/details?id=com.petitbambou,"Jun 9, 2022","Jun 2, 2015","5,000,000+ ",5.3.4.gms,VA,FITNESS
9451,Fabulous Daily Routine Planner,PEGI 3,0,True,4.3,477K,https://play.google.com/store/apps/details?id=co.thefabulous.app,"May 5, 2022","Nov 29, 2013","10,000,000+ ",3.70,VA,FITNESS
9452,Awf Aeon [e-BPM] - watch face,PEGI 3,£1.29,False,,,https://play.google.com/store/apps/details?id=com.watchfacestudio.awfaeonbpm,"May 23, 2022","Aug 23, 2021",100+ ,Varies with device,VA,FITNESS
9453,Courtney Black Fitness,PEGI 3,0,True,4.3,791,https://play.google.com/store/apps/details?id=com.courtneyblack.courtneyblack,"Jun 1, 2022","Mar 17, 2020","50,000+ ",4.2,VA,FITNESS
9454,Simple: Intermittent Fasting,PEGI 3,0,True,4.3,43.9K,https://play.google.com/store/apps/details?id=life.simple,"Jun 17, 2022","Dec 4, 2019","1,000,000+ ",6.4.37,VA,FITNESS
9455,Blood Pressure App,PEGI 3,0,True,4.6,119K,https://play.google.com/store/apps/details?id=bloodpressure.bloodpressureapp.bloodpressuretracker,"Jun 22, 2022","Nov 17, 2021","10,000,000+ ",1.2.2,VA,FITNESS
9456,Six Pack in 30 Days,PEGI 3,0,True,4.9,2.13M,https://play.google.com/store/apps/details?id=sixpack.sixpackabs.absworkout,"Jun 19, 2022","Jan 9, 2018","100,000,000+ ",1.1.1,VA,FITNESS
9457,Ayush Kavach - COVID,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=com.stucare.ayush,"Jun 17, 2022","Apr 23, 2020","1,000,000+ ",0.2.9,VA,FITNESS
9458,Wear Stand-up Alert +Watchface complication bubble,PEGI 3,£1.85,False,4.0,118,https://play.google.com/store/apps/details?id=dyna.logix.wear.inactivity.tracker.stand.up.alert,"Mar 9, 2022","Nov 14, 2015","5,000+ ",Varies with device,VA,FITNESS
9459,FitOlympia Pro - Gym Workouts,PEGI 3,£29.00,False,4.7,735,https://play.google.com/store/apps/details?id=com.techbull.fitolympia.paid,"Jun 16, 2022","Jan 30, 2022","10,000+ ",22.6.5,VA,FITNESS
9460,Blue Light Filter & Night Mode,PEGI 3,£4.29,False,4.7,1.61K,https://play.google.com/store/apps/details?id=com.ascendik.eyeshieldpro,"Dec 5, 2021","Feb 8, 2017","10,000+ ",4.05.0,VA,FITNESS
9461,Gentle Wakeup Pro - Sunrise,PEGI 3,£16.99,False,4.7,2.21K,https://play.google.com/store/apps/details?id=com.changemystyle.gentlewakeuppro,"Jun 23, 2022","Mar 30, 2016","50,000+ ",7.4.0,VA,FITNESS
9462,Awf Fit [ONE] - watch face,PEGI 3,£0.49,False,,,https://play.google.com/store/apps/details?id=com.watchfacestudio.awffitone,"Jun 5, 2022","Jan 1, 2022",500+ ,Varies with device,VA,FITNESS
9463,adidas Running: Sports Tracker,PEGI 3,0,True,4.4,1.27M,https://play.google.com/store/apps/details?id=com.runtastic.android,"Jun 16, 2022","May 12, 2010","50,000,000+ ",Varies with device,VA,FITNESS
9464,Awf RUN 3 - watch face,PEGI 3,£1.79,False,4.2,45,https://play.google.com/store/apps/details?id=com.watchfacestudio.awfrun3,"Apr 17, 2022","Dec 20, 2021","1,000+ ",Varies with device,VA,FITNESS
9465,Darker Pro,PEGI 3,£2.99,False,4.5,470,https://play.google.com/store/apps/details?id=com.mlhg.screenfilterpro,"Oct 19, 2021","Oct 30, 2013","5,000+ ",Varies with device,VA,FITNESS
9466,"Calm - Meditate, Sleep, Relax",PEGI 3,0,True,4.4,495K,https://play.google.com/store/apps/details?id=com.calm.android,"Jun 8, 2022","Jul 30, 2014","10,000,000+ ",Varies with device,VA,FITNESS
9467,Lose Weight App for Women,PEGI 3,0,True,4.9,847K,https://play.google.com/store/apps/details?id=loseweightapp.loseweightappforwomen.womenworkoutathome,"Jan 29, 2022","Oct 31, 2019","50,000,000+ ",1.0.34,VA,FITNESS
9468,Home Workout - No Equipment,PEGI 3,0,True,4.9,2.84M,https://play.google.com/store/apps/details?id=homeworkout.homeworkouts.noequipment,"Apr 27, 2022","Nov 8, 2017","100,000,000+ ",1.1.8,VA,FITNESS
9469,Blood Pressure Pro,PEGI 3,0,True,3.7,7.7K,https://play.google.com/store/apps/details?id=com.bloodpressure.pro,"Jun 22, 2022","Apr 22, 2022","1,000,000+ ",1.3.0,VA,FITNESS
9470,Body Editor - Photo Editor,PEGI 12,0,True,4.6,244K,https://play.google.com/store/apps/details?id=breastenlarger.bodyeditor.photoeditor,"Jun 20, 2022","Dec 7, 2017","10,000,000+ ",1.221.47,VA,FITNESS
9471,Komoot: Cycling & Hiking Maps,PEGI 3,0,True,4.6,254K,https://play.google.com/store/apps/details?id=de.komoot.android,"Jun 19, 2022","Jun 10, 2011","10,000,000+ ",Varies with device,VA,FITNESS
9472,Muscle Booster Workout Planner,PEGI 3,0,True,4.1,145K,https://play.google.com/store/apps/details?id=musclebooster.workout.home.gym.abs.loseweight,"May 26, 2022","Nov 27, 2019","10,000,000+ ",2.7.0,VA,FITNESS
9473,Headspace: Mindful Meditation,PEGI 3,0,True,4.4,274K,https://play.google.com/store/apps/details?id=com.getsomeheadspace.android,"Jun 21, 2022","Jan 6, 2012","10,000,000+ ",4.104.0,VA,FITNESS
9474,"Meditopia: Sleep, Meditation",PEGI 3,0,True,4.3,219K,https://play.google.com/store/apps/details?id=app.meditasyon,"May 16, 2022","Mar 7, 2017","10,000,000+ ",3.24.0,VA,FITNESS
9475,Flo Menstrual & Period Tracker,PEGI 3,0,True,4.7,2.63M,https://play.google.com/store/apps/details?id=org.iggymedia.periodtracker,"Jun 22, 2022","Apr 12, 2016","50,000,000+ ",Varies with device,VA,FITNESS
9476,The Shodan by Shihan Collins,PEGI 3,£5.49,False,,,https://play.google.com/store/apps/details?id=com.shihancollins.the_shodan,"Jun 16, 2022","Jun 16, 2022",10+ ,1.0.0,VA,FITNESS
9477,Yoga Nidra France,PEGI 3,£4.09,False,,,https://play.google.com/store/apps/details?id=com.yoganidrafrance.application,"Apr 28, 2022","Apr 28, 2022",10+ ,1.2,VA,FITNESS
9478,Calorie Counter by FatSecret,PEGI 3,0,True,4.6,455K,https://play.google.com/store/apps/details?id=com.fatsecret.android,"May 25, 2022",,"10,000,000+ ",Varies with device,VA,FITNESS
9479,Awf Athlete 1 - watch face,PEGI 3,£0.99,False,,,https://play.google.com/store/apps/details?id=com.amoledwatchfaces.athlete1,"Jun 16, 2022","Jun 14, 2022",100+ ,Varies with device,VA,FITNESS
9480,"Relive: Run, Ride, Hike & more",None,0,True,4.4,276K,https://play.google.com/store/apps/details?id=cc.relive.reliveapp,"Jun 23, 2022","Mar 21, 2017","10,000,000+ ",3.107.2,VA,FITNESS
9481,Daily Ab Workout,PEGI 3,£3.79,False,4.6,3.12K,https://play.google.com/store/apps/details?id=com.tinymission.dailyabworkoutpaid,"Aug 24, 2021","Dec 5, 2010","100,000+ ",6.38,VA,FITNESS
9482,Buttocks Workout - Fitness App,PEGI 3,0,True,4.9,368K,https://play.google.com/store/apps/details?id=buttocksworkout.hipsworkouts.forwomen.legworkout,"Apr 27, 2022","Sep 13, 2017","10,000,000+ ",1.0.50,VA,FITNESS
9483,Paired: Couples & Relationship,PEGI 3,0,True,3.8,7.86K,https://play.google.com/store/apps/details?id=com.getpaired.app,"Jun 16, 2022","Sep 17, 2020","500,000+ ",0.744,VA,FITNESS
9484,Beep Test Pro,PEGI 3,£1.69,False,4.3,75,https://play.google.com/store/apps/details?id=rudy.android.beeppro,"Mar 30, 2022","Apr 17, 2014","10,000+ ",4.64,VA,FITNESS
9485,Awf RUN 4 - watch face,PEGI 3,£1.19,False,,,https://play.google.com/store/apps/details?id=com.amoledwatchfaces.run4,"May 6, 2022","May 6, 2022",100+ ,Varies with device,VA,FITNESS
9486,FitOn Workouts & Fitness Plans,PEGI 3,0,True,4.8,83.5K,https://play.google.com/store/apps/details?id=com.fiton.android,"May 25, 2022","Dec 17, 2018","5,000,000+ ",Varies with device,VA,FITNESS
9487,Loóna: Bedtime Calm & Relax,PEGI 3,0,True,4.5,22.5K,https://play.google.com/store/apps/details?id=co.loona,"Jun 20, 2022","Jun 19, 2020","1,000,000+ ",2.13,VA,FITNESS
9488,"Centr, by Chris Hemsworth",PEGI 3,0,True,4.6,12.3K,https://play.google.com/store/apps/details?id=com.centr.app,"Jun 21, 2022","Dec 15, 2019","1,000,000+ ",4.11.0.20220527.1,VA,FITNESS
9489,Awf Pace 2 - watch face,PEGI 3,£1.29,False,,,https://play.google.com/store/apps/details?id=com.watchfacestudio.awfpace2,"May 9, 2022","Jan 19, 2022",500+ ,Varies with device,VA,FITNESS
9490,STEPN,PEGI 3,0,False,4.2,22.9K,https://play.google.com/store/apps/details?id=com.bcy.fsapp,"Jun 17, 2022","Feb 5, 2022","1,000,000+ ",0.7.3,VA,FITNESS
9491,Geocaching®,None,0,True,4.5,125K,https://play.google.com/store/apps/details?id=com.groundspeak.geocaching.intro,"Jun 21, 2022","Apr 15, 2014","10,000,000+ ",9.5.0,VA,FITNESS
9492,My Macros+,PEGI 3,£2.89,True,4.3,4.89K,https://play.google.com/store/apps/details?id=mymacros.com.mymacros,"Jun 4, 2022","Oct 21, 2016","50,000+ ",2022.08,VA,FITNESS
9493,Awf Polar - watch face,PEGI 3,£1.89,False,4.4,246,https://play.google.com/store/apps/details?id=com.watchfacestudio.awfpolar,"May 16, 2022","Sep 1, 2021","10,000+ ",Varies with device,VA,FITNESS
9494,Lucky Step,PEGI 18,0,True,3.2,94.2K,https://play.google.com/store/apps/details?id=com.luckandhealth.walkingtracker.pedometer,"Jun 12, 2022","Nov 30, 2021","10,000,000+ ",1.0.35,VA,FITNESS
9495,Yoga-Go: Yoga For Weight Loss,PEGI 3,0,True,4.5,58.7K,https://play.google.com/store/apps/details?id=net.beginners.weight.loss.workout.women.yoga.go,"Jun 16, 2022","Jun 6, 2019","10,000,000+ ",4.7.1,VA,FITNESS
9496,Daily Yoga: Fitness+Meditation,PEGI 3,0,True,4.9,143K,https://play.google.com/store/apps/details?id=com.dailyyoga.inc,"Jun 14, 2022","Jun 2, 2012","10,000,000+ ",8.14.00,VA,FITNESS
9497,Fastic - Intermittent Fasting,None,0,True,4.6,391K,https://play.google.com/store/apps/details?id=de.fastic.app,"Jun 15, 2022","Apr 23, 2019","5,000,000+ ",1.98.2,VA,FITNESS
9498,Fasting - Intermittent Fasting,PEGI 3,0,True,4.9,541K,https://play.google.com/store/apps/details?id=bodyfast.zero.fastingtracker.weightloss,"Jun 15, 2022","Oct 25, 2019","10,000,000+ ",1.5.3,VA,FITNESS
9499,Diet & Training by Ann,PEGI 3,0,True,4.5,8.23K,https://play.google.com/store/apps/details?id=com.apzumi.mobile.dietlabs.dietByAnn,"Jun 2, 2022","Jun 28, 2017","1,000,000+ ",4.14.2g,VA,FITNESS
9500,WalkFit: Walking App,PEGI 3,0,True,3.4,42K,https://play.google.com/store/apps/details?id=com.walkfit.weightloss.steptracker.pedometer,"Jun 23, 2022","Mar 2, 2020","10,000,000+ ",2.22.2,VA,FITNESS
9501,Water Reminder - Remind Drink Water,PEGI 3,0,True,4.9,308K,https://play.google.com/store/apps/details?id=com.remind.drink.water.hourly,"Jun 8, 2022","Oct 10, 2019","10,000,000+ ",20.0,VA,FITNESS
9502,BetterMe: Health Coaching,PEGI 3,0,True,3.9,215K,https://play.google.com/store/apps/details?id=com.gen.workoutme,"Jun 9, 2022","Jul 27, 2017","10,000,000+ ",6.3.2,VA,FITNESS
9503,Lose Weight App for Men,PEGI 3,0,True,4.9,1.65M,https://play.google.com/store/apps/details?id=menloseweight.loseweightappformen.weightlossformen,"May 11, 2022","Mar 7, 2019","50,000,000+ ",1.0.41,VA,FITNESS
9504,Wocute - Period Calendar,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=com.meiqijiacheng.wocute,"Jun 2, 2022","Dec 3, 2021","1,000,000+ ",1.3.3,VA,FITNESS
9505,Lose Weight at Home in 30 Days,PEGI 3,0,True,4.9,869K,https://play.google.com/store/apps/details?id=loseweight.weightloss.workout.fitness,"May 24, 2022","Jul 31, 2017","50,000,000+ ",1.064.GP,VA,FITNESS
9506,Daily Workouts,PEGI 3,£18.49,False,4.7,6.73K,https://play.google.com/store/apps/details?id=com.tinymission.dailyworkoutspaid,"Aug 24, 2021","Dec 3, 2012","50,000+ ",6.38,VA,FITNESS
9507,AcuZone,PEGI 3,£2.99,False,,,https://play.google.com/store/apps/details?id=com.ganomtech.sri,"Aug 23, 2021","Feb 13, 2021",100+ ,5.0,VA,FITNESS
9508,1st Phorm,PEGI 3,0,True,2.1,1.02K,https://play.google.com/store/apps/details?id=com.firstphorm.apps,"May 9, 2022","Apr 8, 2019","100,000+ ",2.28.0,VA,FITNESS
9509,Awf RUN [PRO] - watch face,PEGI 3,£1.19,False,5.0,153,https://play.google.com/store/apps/details?id=com.watchfacestudio.awfrun,"May 25, 2022","Sep 7, 2021","5,000+ ",Varies with device,VA,FITNESS
9510,JJ-Digital004 Watch Face,PEGI 3,£1.19,False,,,https://play.google.com/store/apps/details?id=com.watchfacestudio.jjdigital004,"Mar 8, 2022","Sep 3, 2021","1,000+ ",1.4.0,VA,FITNESS
9511,Fitatu Calorie Counter & Diet,PEGI 3,0,True,4.8,53.4K,https://play.google.com/store/apps/details?id=com.fitatu.tracker,"May 30, 2022","Jun 23, 2015","5,000,000+ ",Varies with device,VA,FITNESS
9512,3x3D Eye Training Premium,PEGI 3,£1.19,False,,,https://play.google.com/store/apps/details?id=com.mobreve.visiontraapp,"Jun 19, 2022","Aug 9, 2021","1,000+ ",2.7,VA,FITNESS
9513,Pedometer - Step Counter App,PEGI 3,0,True,4.8,757K,https://play.google.com/store/apps/details?id=com.tayu.tau.pedometer,"May 22, 2022","Jun 4, 2013","50,000,000+ ",5.40,VA,FITNESS
9514,Arm Workout - Biceps Exercise,PEGI 3,0,True,4.8,336K,https://play.google.com/store/apps/details?id=armworkout.armworkoutformen.armexercises,"Jan 7, 2022","Mar 27, 2018","10,000,000+ ",2.0.9,VA,FITNESS
9515,Awf Health - watch face,PEGI 3,£0.49,False,,,https://play.google.com/store/apps/details?id=com.watchfacestudio.awfhealthface,"Apr 16, 2022","Nov 18, 2021",500+ ,Varies with device,VA,FITNESS
9516,Homeopathy Treatment in Hindi,PEGI 3,£0.99,False,,,https://play.google.com/store/apps/details?id=com.homeopathy.sampoorn,"Jun 9, 2022","Aug 10, 2021",500+ ,5.7,VA,FITNESS
9517,Fitbit,PEGI 3,0,True,4.1,919K,https://play.google.com/store/apps/details?id=com.fitbit.FitbitMobile,"Jun 7, 2022","Mar 16, 2012","50,000,000+ ",3.59.1,NC,FITNESS
9518,Baby Shusher - Soothing Sounds for Baby,PEGI 3,£4.39,False,2.8,287,https://play.google.com/store/apps/details?id=com.babyshusher.android,"Jun 25, 2021","Oct 11, 2013","10,000+ ",2.2.5,NC,FITNESS
9519,Period Calendar Period Tracker,PEGI 3,0,True,4.9,6.71M,https://play.google.com/store/apps/details?id=com.popularapp.periodcalendar,"Jun 10, 2022","Mar 16, 2012","100,000,000+ ",Varies with device,NC,FITNESS
9520,Tools & Amazfit,PEGI 3,£3.29,False,3.2,4.36K,https://play.google.com/store/apps/details?id=cz.zdenekhorak.amazfittools,"Oct 15, 2021","Nov 27, 2017","100,000+ ",6.4.0,NC,FITNESS
9521,MyFLO Period Tracker,PEGI 12,£1.89,False,2.3,1.29K,https://play.google.com/store/apps/details?id=com.flolivingalisavitti.myfloapp,"May 3, 2022","Jan 23, 2017","10,000+ ",2.0.3,NC,FITNESS
9522,Fitbod Workout & Fitness Plans,PEGI 3,0,True,4.2,8.87K,https://play.google.com/store/apps/details?id=com.fitbod.fitbod,"Jun 15, 2022","May 22, 2020","1,000,000+ ",3.11.2,NC,FITNESS
9523,Lifesum: Healthy Eating & Diet,PEGI 3,0,True,4.5,316K,https://play.google.com/store/apps/details?id=com.sillens.shapeupclub,"Jun 21, 2022","Jun 16, 2011","10,000,000+ ",Varies with device,NC,FITNESS
9524,Sleep Sound Pro - Relax Mind,PEGI 3,£0.09,False,,,https://play.google.com/store/apps/details?id=jp.snowlife01.android.relax_pro,"Feb 19, 2022","Feb 5, 2022","1,000+ ",1.0.1,NC,FITNESS
9525,Lose Belly Fat  - Abs Workout,PEGI 3,0,True,4.8,497K,https://play.google.com/store/apps/details?id=losebellyfat.flatstomach.absworkout.fatburning,"Jan 20, 2022","Apr 12, 2018","50,000,000+ ",1.4.8,NC,FITNESS
9526,BodyFast Intermittent Fasting,PEGI 3,0,True,4.7,185K,https://play.google.com/store/apps/details?id=com.bodyfast,"May 18, 2022","Jan 19, 2018","10,000,000+ ",3.12.4,NC,FITNESS
9527,Replika: My AI Friend,PEGI 16,0,True,3.8,401K,https://play.google.com/store/apps/details?id=ai.replika.app,"Jun 23, 2022","Sep 8, 2017","10,000,000+ ",9.12.2,NC,FITNESS
9528,Lullaby pack Sleep + Mindroid,PEGI 3,£1.49,False,3.9,2.81K,https://play.google.com/store/apps/details?id=com.urbandroid.sleep.addon.lullaby,"May 2, 2022","Feb 17, 2013","100,000+ ",2.7,NC,FITNESS
9529,Blood Pressure,PEGI 3,0,True,3.0,39.4K,https://play.google.com/store/apps/details?id=bp.bloodpressureinfo,"May 24, 2022","Nov 3, 2018","10,000,000+ ",101.0,NC,FITNESS
9530,HryFine,PEGI 3,0,False,3.4,59.5K,https://play.google.com/store/apps/details?id=com.lianhezhuli.hyfit,"Jun 8, 2022","Sep 23, 2019","10,000,000+ ",3.2.10,NC,FITNESS
9531,Splits Training in 30 Days,PEGI 3,0,True,4.8,281K,https://play.google.com/store/apps/details?id=splits.splitstraining.dothesplits.splitsin30days,"Mar 21, 2022","Jul 12, 2019","10,000,000+ ",1.0.27,NC,FITNESS
9532,75 Hard,PEGI 12,£4.29,False,3.3,457,https://play.google.com/store/apps/details?id=com.media44seven.seventyfivehard,"Jan 30, 2021","Jun 23, 2020","50,000+ ",1.37,NC,FITNESS
9533,Clock Yourself,PEGI 3,£2.09,False,5.0,154,https://play.google.com/store/apps/details?id=com.nextstepalliedhealth.clockyourself,"May 10, 2020","Aug 17, 2016","10,000+ ",3.2.37,NC,FITNESS
9534,"Strava: Run, Ride, Hike",None,0,True,4.5,762K,https://play.google.com/store/apps/details?id=com.strava,"Jun 20, 2022","Jun 9, 2011","50,000,000+ ",Varies with device,NC,FITNESS
9535,Yuka - Food & cosmetic scan,PEGI 3,0,True,4.6,83.2K,https://play.google.com/store/apps/details?id=io.yuka.android,"Jun 15, 2022","Jun 21, 2019","10,000,000+ ",4.21,NC,FITNESS
9536,Blood Pressure Monitor & Info,PEGI 3,0,True,4.9,736,https://play.google.com/store/apps/details?id=com.istore.bloodpressuremonitor.bpmonitor,"May 31, 2022","Apr 29, 2022","100,000+ ",1.4,NC,FITNESS
9537,Sweatcoin,PEGI 3,0,True,4.4,1.21M,https://play.google.com/store/apps/details?id=in.sweatco.app,"Jun 21, 2022","Apr 9, 2017","50,000,000+ ",102.1,NC,FITNESS
9538,Blood Pressure Monitor,PEGI 3,0,True,4.4,27.3K,https://play.google.com/store/apps/details?id=bloodpressuremonitor.bloodpressureapp.bpmonitor,"Jan 3, 2022","Jun 22, 2021","1,000,000+ ",1.5.1,NC,FITNESS
9539,Step Going: Walking Counter,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=com.luckyhealth.walkingtracker.stepgo,"May 11, 2022",,"1,000,000+ ",1.0.6,NC,FITNESS
9540,Twilight Pro Unlock,PEGI 3,£2.99,False,4.5,8.52K,https://play.google.com/store/apps/details?id=com.urbandroid.lux.donate,"Apr 26, 2022","Mar 5, 2013","100,000+ ",2.1,NC,FITNESS
9541,Calorie Counter +,PEGI 3,0,True,4.7,28.3K,https://play.google.com/store/apps/details?id=com.nutratech.app.android,"May 19, 2022","Feb 5, 2013","1,000,000+ ",9.7.0,NC,FITNESS
9542,BetterSleep: Sleep tracker,PEGI 3,0,True,4.5,324K,https://play.google.com/store/apps/details?id=ipnossoft.rma.free,"Jun 21, 2022","Dec 21, 2011","10,000,000+ ",20.12.1,NC,FITNESS
9543,Carb Manager–Keto Diet Tracker,PEGI 3,0,True,4.6,121K,https://play.google.com/store/apps/details?id=com.wombatapps.carbmanager,"Apr 21, 2022","Jul 13, 2017","5,000,000+ ",7.1.7,NC,FITNESS
9544,MeetYou - Period Tracker,PEGI 3,0,True,4.0,10.1K,https://play.google.com/store/apps/details?id=com.meetyou.intl,"Jun 20, 2022","Feb 21, 2022","5,000,000+ ",1.8.0,NC,FITNESS
9545,15 Minute Workout,PEGI 3,£2.49,False,,,https://play.google.com/store/apps/details?id=ca.marcusds.FifteenMinuteWorkout,"Apr 23, 2019","Mar 9, 2013","50,000+ ",3.4.0,NC,FITNESS
9546,Finch: Self Care Widget Pet,PEGI 3,0,True,4.9,84K,https://play.google.com/store/apps/details?id=com.finch.finch,"Jun 16, 2022","May 11, 2021","1,000,000+ ",3.15.0,NC,FITNESS
9547,7 Minute Workout Pro,PEGI 3,£2.39,False,4.5,4.07K,https://play.google.com/store/apps/details?id=com.popularapp.sevenminspro,"Sep 19, 2018","Oct 22, 2015","50,000+ ",Varies with device,NC,FITNESS
9548,Workout for Women: Fit at Home,PEGI 3,0,True,4.9,559K,https://play.google.com/store/apps/details?id=women.workout.female.fitness,"Apr 13, 2022","Apr 11, 2018","50,000,000+ ",1.3.0,NC,FITNESS
9549,Heart Rate Monitor - Pulse App,PEGI 3,0,True,4.8,36.6K,https://play.google.com/store/apps/details?id=heartratemonitor.heartrate.pulse.pulseapp,"Jun 20, 2022","Jan 14, 2022","1,000,000+ ",1.0.2,NC,FITNESS
9550,Insight Timer - Meditation App,PEGI 3,0,True,4.9,191K,https://play.google.com/store/apps/details?id=com.spotlightsix.zentimerlite2,"Jun 22, 2022","Dec 15, 2010","5,000,000+ ",16.2.15,NC,FITNESS
9551,Huawei Health,PEGI 3,0,False,3.5,729K,https://play.google.com/store/apps/details?id=com.huawei.health,"Jul 15, 2020","Mar 15, 2017","500,000,000+ ",10.1.1.312,NC,FITNESS
9552,YAZIO Fasting & Food Tracker,PEGI 3,0,True,4.5,456K,https://play.google.com/store/apps/details?id=com.yazio.android,"Jun 15, 2022","Apr 23, 2014","10,000,000+ ",Varies with device,NC,FITNESS
